Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1673022295,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022295,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022295,4,,Aggregated,0.000000,0.000000,150,160,190,190,320,1400,1400,1400,1400,1400,1400,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022296,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,180,180,180,180,180,180,180,180,180,180,180,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022296,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,79,79,79,79,79,79,79,79,79,79,79,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022296,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022296,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,320,320,320,320,320,320,320,320,320,320,320,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022296,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022296,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022296,4,,Aggregated,0.000000,0.000000,150,160,190,190,320,1400,1400,1400,1400,1400,1400,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022297,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,180,180,180,180,180,180,180,180,180,180,180,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022297,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,79,79,79,79,79,79,79,79,79,79,79,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022297,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022297,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,320,320,320,320,320,320,320,320,320,320,320,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022297,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022297,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022297,4,,Aggregated,0.000000,0.000000,150,160,190,190,320,1400,1400,1400,1400,1400,1400,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022298,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,180,180,180,180,180,180,180,180,180,180,180,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022298,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,79,79,79,79,79,79,79,79,79,79,79,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022298,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022298,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,320,320,320,320,320,320,320,320,320,320,320,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022298,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022298,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022298,4,,Aggregated,0.000000,0.000000,150,160,190,190,320,1400,1400,1400,1400,1400,1400,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022299,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,180,180,180,180,180,180,180,180,180,180,180,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022299,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,79,79,79,79,79,79,79,79,79,79,79,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022299,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022299,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,320,320,320,320,320,320,320,320,320,320,320,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022299,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022299,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022299,4,,Aggregated,0.000000,0.000000,150,160,190,190,320,1400,1400,1400,1400,1400,1400,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022300,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,180,180,180,180,180,180,180,180,180,180,180,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022300,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,79,79,79,79,79,79,79,79,79,79,79,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022300,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022300,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,320,320,320,320,320,320,320,320,320,320,320,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022300,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022300,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022300,4,,Aggregated,0.000000,0.000000,150,160,190,190,320,1400,1400,1400,1400,1400,1400,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022301,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,180,180,180,180,180,180,180,180,180,180,180,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022301,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,79,79,79,79,79,79,79,79,79,79,79,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022301,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022301,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,320,320,320,320,320,320,320,320,320,320,320,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022301,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022301,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022301,4,,Aggregated,0.000000,0.000000,140,150,160,160,180,180,180,180,180,180,180,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022302,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022302,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,62,62,62,62,62,62,62,62,62,62,62,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022302,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022302,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,320,320,320,320,320,320,320,320,320,320,320,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022302,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022302,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,150,150,150,150,150,150,150,150,150,150,150,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022302,4,,Aggregated,0.000000,0.000000,140,150,150,160,160,160,160,160,160,160,160,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022303,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022303,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,62,62,62,62,62,62,62,62,62,62,62,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022303,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022303,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,320,320,320,320,320,320,320,320,320,320,320,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022303,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022303,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,150,150,150,150,150,150,150,150,150,150,150,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022303,4,,Aggregated,0.000000,0.000000,140,150,150,160,160,160,160,160,160,160,160,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022304,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022304,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,62,62,62,62,62,62,62,62,62,62,62,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022304,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022304,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,320,320,320,320,320,320,320,320,320,320,320,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022304,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022304,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,150,150,150,150,150,150,150,150,150,150,150,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022304,4,,Aggregated,0.000000,0.000000,140,150,150,160,160,160,160,160,160,160,160,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022305,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022305,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,62,62,62,62,62,62,62,62,62,62,62,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022305,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022305,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,320,320,320,320,320,320,320,320,320,320,320,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022305,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022305,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,150,150,150,150,150,150,150,150,150,150,150,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022305,4,,Aggregated,0.000000,0.000000,140,150,150,160,160,160,160,160,160,160,160,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022306,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022306,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,62,62,62,62,62,62,62,62,62,62,62,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022306,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022306,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,320,320,320,320,320,320,320,320,320,320,320,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022306,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022306,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,150,150,150,150,150,150,150,150,150,150,150,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022306,4,,Aggregated,0.000000,0.000000,140,150,150,160,160,160,160,160,160,160,160,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022307,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022307,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,62,62,62,62,62,62,62,62,62,62,62,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022307,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022307,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,320,320,320,320,320,320,320,320,320,320,320,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022307,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022307,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,150,150,150,150,150,150,150,150,150,150,150,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022307,4,,Aggregated,0.000000,0.000000,140,150,150,160,160,160,160,160,160,160,160,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022308,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022308,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,62,62,62,62,62,62,62,62,62,62,62,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022308,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022308,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,320,320,320,320,320,320,320,320,320,320,320,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022308,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022308,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,150,150,150,150,150,150,150,150,150,150,150,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022308,4,,Aggregated,0.000000,0.000000,140,150,150,160,160,160,160,160,160,160,160,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022309,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022309,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,62,62,62,62,62,62,62,62,62,62,62,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022309,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022309,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,320,320,320,320,320,320,320,320,320,320,320,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022309,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022309,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,150,150,150,150,150,150,150,150,150,150,150,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022309,4,,Aggregated,0.000000,0.000000,140,150,150,160,160,160,160,160,160,160,160,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022310,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,160,160,160,160,160,160,160,160,160,160,160,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022310,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,62,62,62,62,62,62,62,62,62,62,62,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022310,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,120,120,120,120,120,120,120,120,120,120,120,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022310,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022310,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,140,140,140,140,140,140,140,140,140,140,140,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022310,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,150,150,150,150,150,150,150,150,150,150,150,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022310,4,,Aggregated,0.000000,0.000000,140,150,150,160,160,160,160,160,160,160,160,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022311,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022311,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
1673022311,4,grpc,/pb.VacancyService/DeleteVacancy,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,120.0,145.7304859989866,112.58724999788683,205.2212079979654,2.0
1673022311,4,grpc,/pb.VacancyService/GetVacancies,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,317.0444169991242,317.0444169991242,317.0444169991242,317.0444169991242,100.0
1673022311,4,grpc,/pb.VacancyService/GetVacancy,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,140.0,153.06226433434253,134.98641700061853,185.57745900034206,88.0
1673022311,4,grpc,/pb.VacancyService/UpdateVacancy,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,150.0,155.0320553324127,147.84225000039442,162.44795799866552,88.0
1673022311,4,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,16,0,150.0,226.5634063123798,62.13104199923691,1388.64783399913,148.1875
1673022312,4,grpc,/pb.AuthService/SignInUser,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,180.0,575.0989723334593,155.76279100059764,1388.64783399913,491.0
1673022312,4,grpc,/pb.VacancyService/CreateVacancy,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,79,73.73291666711641,62.13104199923691,80.29012499901,88.0
